A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5,gender,education,age
1.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,5.0,6.0,1.0,2.0,5.0,6.0,4.0,2.0,2.0,1.0,1.0,4.0,5.0,6,3.0,5.0,1.0,2,2.0,44
3.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,1.0,3.0,1.0,2.0,5.0,6.0,6.0,1.0,1.0,2.0,1.0,,6.0,2,6.0,6.0,2.0,1,3.0,19
5.0,2.0,2.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,5.0,3,3.0,4.0,4.0,1,4.0,43
4.0,5.0,5.0,1.0,6.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,6.0,5.0,1.0,4.0,1.0,1.0,1.0,4.0,2,4.0,5.0,2.0,2,3.0,20
3.0,5.0,3.0,5.0,4.0,6.0,5.0,4.0,1.0,1.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,3,3.0,5.0,3.0,1,3.0,24
1.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,1.0,2.0,4.0,4.0,4.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,3,5.0,6.0,1.0,1,4.0,55
2.0,5.0,5.0,6.0,6.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,5.0,6.0,5.0,2.0,2.0,2.0,2.0,2.0,6.0,4,5.0,4.0,4.0,2,5.0,45
1.0,6.0,5.0,6.0,6.0,3.0,4.0,2.0,3.0,5.0,1.0,1.0,6.0,6.0,6.0,2.0,2.0,3.0,3.0,3.0,5.0,2,5.0,4.0,2.0,2,5.0,25
1.0,6.0,6.0,4.0,6.0,4.0,2.0,4.0,2.0,4.0,1.0,2.0,4.0,5.0,4.0,1.0,2.0,3.0,3.0,3.0,5.0,2,5.0,5.0,1.0,2,3.0,21
5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,2,3.0,5.0,2.0,2,2.0,38
6.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,3.0,4.0,6.0,6.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0,2,2.0,6.0,2.0,2,,17
1.0,6.0,6.0,5.0,6.0,5.0,5.0,2.0,1.0,5.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,4.0,1.0,5.0,4,5.0,5.0,1.0,1,2.0,30
2.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,6.0,3.0,5.0,4.0,5.0,4.0,1.0,2.0,3.0,2.0,3.0,5.0,6,3.0,,3.0,1,4.0,22
1.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,2.0,1.0,1.0,2.0,5.0,6.0,4.0,2.0,1.0,2.0,4.0,3.0,5.0,1,5.0,5.0,5.0,2,3.0,27
2.0,5.0,4.0,5.0,4.0,2.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,5,3.0,6.0,5.0,2,3.0,48
2.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,2.0,5.0,1.0,1.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,1.0,5.0,1,6.0,6.0,1.0,1,,55
1.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,2.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,5.0,2.0,3.0,2.0,4.0,1,6.0,6.0,2.0,2,3.0,21
2.0,4.0,5.0,2.0,4.0,3.0,4.0,3.0,5.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,6,5.0,3.0,4.0,1,2.0,23
5.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,5,2.0,3.0,2.0,2,3.0,20
1.0,6.0,6.0,5.0,6.0,4.0,4.0,6.0,4.0,2.0,1.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,6.0,4.0,6,5.0,6.0,1.0,2,3.0,23
1.0,5.0,5.0,6.0,4.0,6.0,5.0,3.0,2.0,3.0,3.0,3.0,6.0,4.0,4.0,3.0,2.0,6.0,4.0,2.0,4.0,2,5.0,5.0,3.0,2,4.0,24
1.0,6.0,6.0,6.0,4.0,5.0,4.0,6.0,1.0,1.0,6.0,5.0,5.0,4.0,6.0,4.0,4.0,1.0,1.0,3.0,4.0,1,4.0,6.0,6.0,2,2.0,29
1.0,4.0,3.0,5.0,3.0,5.0,6.0,5.0,4.0,5.0,2.0,4.0,2.0,2.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,5,5.0,6.0,5.0,2,5.0,30
2.0,5.0,4.0,6.0,5.0,5.0,5.0,4.0,2.0,4.0,2.0,5.0,4.0,6.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,2,5.0,6.0,3.0,2,3.0,33
1.0,5.0,6.0,6.0,6.0,5.0,3.0,4.0,2.0,5.0,2.0,4.0,6.0,4.0,,5.0,6.0,5.0,5.0,4.0,4.0,5,6.0,6.0,3.0,2,4.0,24
4.0,4.0,1.0,2.0,2.0,4.0,4.0,6.0,3.0,4.0,2.0,5.0,4.0,2.0,5.0,6.0,6.0,4.0,6.0,4.0,6.0,1,4.0,5.0,3.0,2,5.0,26
4.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,2.0,2.0,3.0,2.0,2.0,5.0,1,5.0,6.0,2.0,1,4.0,41
3.0,2.0,4.0,4.0,4.0,6.0,5.0,4.0,3.0,1.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2,4.0,6.0,4.0,1,1.0,19
4.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,4.0,5.0,6.0,6.0,4.0,1.0,2.0,6.0,6.0,5.0,5.0,5.0,6.0,2,1.0,6.0,3.0,2,1.0,20
6.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,5.0,6.0,4.0,4.0,2.0,2.0,4.0,1,5.0,6.0,5.0,2,5.0,44
1.0,6.0,6.0,6.0,5.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,4.0,6.0,3.0,1.0,3.0,1.0,2.0,4.0,5.0,2,5.0,5.0,1.0,2,3.0,27
3.0,5.0,5.0,6.0,,5.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,6.0,6.0,2.0,3.0,2.0,2.0,6.0,4.0,5,5.0,4.0,2.0,2,4.0,33
1.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,2,5.0,5.0,2.0,2,5.0,40
6.0,3.0,4.0,1.0,5.0,6.0,5.0,3.0,5.0,3.0,1.0,2.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,3,5.0,5.0,3.0,2,,17
1.0,5.0,4.0,3.0,4.0,6.0,6.0,5.0,2.0,5.0,4.0,5.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,2,4.0,6.0,2.0,2,3.0,20
2.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2,4.0,4.0,3.0,2,2.0,25
4.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,1.0,3.0,1.0,4.0,2.0,4.0,3,4.0,4.0,2.0,1,3.0,18
1.0,6.0,5.0,5.0,6.0,1.0,5.0,1.0,2.0,5.0,1.0,1.0,5.0,6.0,4.0,1.0,1.0,1.0,2.0,5.0,6.0,5,5.0,6.0,6.0,2,3.0,22
2.0,4.0,4.0,5.0,3.0,6.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,1.0,6.0,4,4.0,6.0,2.0,1,2.0,27
5.0,4.0,5.0,2.0,5.0,6.0,5.0,4.0,1.0,6.0,2.0,5.0,6.0,2.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,1,6.0,6.0,1.0,2,1.0,18
1.0,6.0,5.0,2.0,5.0,3.0,4.0,2.0,4.0,5.0,1.0,1.0,4.0,6.0,4.0,4.0,5.0,3.0,5.0,4.0,6.0,2,5.0,6.0,1.0,2,4.0,24
4.0,5.0,4.0,6.0,6.0,6.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,6.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,2,3.0,4.0,2.0,1,5.0,35
1.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,5.0,5.0,6.0,3.0,3.0,3.0,4.0,1.0,6.0,2,6.0,5.0,1.0,1,5.0,40
1.0,6.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,,5.0,3.0,5.0,3.0,5.0,1.0,1.0,2.0,4.0,2.0,5.0,1,4.0,5.0,2.0,2,4.0,29
2.0,4.0,6.0,6.0,6.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3,6.0,6.0,2.0,2,4.0,24
3.0,6.0,3.0,5.0,4.0,2.0,5.0,5.0,2.0,5.0,2.0,2.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,2,4.0,5.0,5.0,2,,14
3.0,6.0,3.0,6.0,1.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,4.0,3.0,4.0,5.0,5.0,4,1.0,4.0,5.0,2,4.0,54
1.0,5.0,5.0,4.0,2.0,2.0,6.0,6.0,4.0,4.0,2.0,5.0,1.0,3.0,5.0,3.0,4.0,2.0,6.0,4.0,5.0,2,2.0,6.0,3.0,2,4.0,29
3.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,3.0,6.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,6.0,1,3.0,6.0,1.0,1,3.0,26
1.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,5.0,5.0,2.0,2.0,2.0,1.0,2.0,5.0,2,4.0,5.0,2.0,2,3.0,26
2.0,4.0,3.0,4.0,4.0,5.0,5.0,6.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,2.0,4.0,5.0,2,4.0,3.0,2.0,2,4.0,26
2.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,1.0,1.0,2.0,2.0,4.0,5.0,5.0,1.0,4.0,2.0,3.0,2.0,5.0,2,4.0,4.0,2.0,2,3.0,39
3.0,3.0,2.0,4.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,6.0,2.0,2.0,3.0,6.0,6.0,5.0,5.0,3.0,3.0,4,2.0,5.0,4.0,2,1.0,18
5.0,6.0,3.0,6.0,3.0,5.0,5.0,6.0,1.0,1.0,5.0,2.0,3.0,5.0,5.0,2.0,3.0,3.0,2.0,2.0,5.0,4,3.0,5.0,2.0,2,2.0,28
3.0,2.0,4.0,2.0,2.0,3.0,2.0,6.0,2.0,5.0,5.0,6.0,3.0,2.0,1.0,3.0,4.0,4.0,5.0,4.0,2.0,1,2.0,5.0,3.0,2,,16
1.0,6.0,5.0,4.0,5.0,4.0,4.0,6.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,6.0,2.0,1.0,4.0,4,3.0,6.0,4.0,1,5.0,27
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,3.0,23
1.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,1.0,2.0,1.0,2.0,4.0,5.0,6.0,4.0,5.0,4.0,2.0,4.0,6.0,1,5.0,5.0,1.0,2,3.0,32
1.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,6.0,6.0,5.0,1.0,1.0,2.0,2.0,2.0,6.0,1,6.0,6.0,1.0,1,5.0,56
4.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0,3.0,4.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0,6.0,2,5.0,6.0,3.0,2,3.0,19
2.0,5.0,4.0,,5.0,5.0,3.0,5.0,3.0,5.0,6.0,6.0,2.0,1.0,5.0,2.0,2.0,4.0,4.0,2.0,5.0,3,4.0,6.0,3.0,2,4.0,26
2.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,1.0,1.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,6,4.0,6.0,5.0,2,4.0,41
2.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,1,5.0,6.0,1.0,1,5.0,67
4.0,5.0,3.0,4.0,2.0,5.0,5.0,6.0,1.0,4.0,6.0,5.0,1.0,1.0,5.0,4.0,4.0,2.0,4.0,1.0,6.0,1,2.0,6.0,2.0,1,2.0,36
1.0,5.0,5.0,5.0,5.0,4.0,4.0,6.0,2.0,4.0,2.0,1.0,4.0,6.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,2,5.0,6.0,2.0,2,5.0,32
3.0,3.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,5.0,6.0,6.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,5.0,6.0,2,4.0,6.0,2.0,2,4.0,21
2.0,5.0,3.0,3.0,2.0,6.0,5.0,6.0,2.0,5.0,6.0,6.0,4.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,2,2.0,6.0,4.0,2,3.0,18
2.0,4.0,3.0,2.0,3.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,6.0,1,3.0,6.0,1.0,2,5.0,29
2.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,5,3.0,4.0,2.0,2,3.0,26
2.0,3.0,1.0,1.0,4.0,6.0,6.0,4.0,2.0,6.0,5.0,5.0,2.0,1.0,1.0,2.0,4.0,4.0,5.0,1.0,6.0,2,1.0,6.0,5.0,2,3.0,19
1.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,4.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,2,5.0,5.0,2.0,1,,16
4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,4.0,2.0,5.0,2,5.0,5.0,2.0,1,4.0,32
1.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,3.0,6.0,5.0,5.0,3.0,4.0,6.0,4.0,4.0,4.0,5.0,4.0,4.0,2,6.0,5.0,2.0,2,3.0,18
2.0,4.0,6.0,6.0,5.0,5.0,4.0,4.0,2.0,1.0,3.0,2.0,6.0,5.0,5.0,1.0,2.0,1.0,4.0,2.0,6.0,4,5.0,2.0,2.0,2,3.0,19
3.0,2.0,2.0,6.0,5.0,5.0,2.0,6.0,1.0,1.0,5.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1,6.0,6.0,1.0,1,5.0,63
1.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,1.0,2.0,2.0,2.0,1.0,6.0,1,6.0,5.0,2.0,2,5.0,27
5.0,4.0,4.0,3.0,1.0,4.0,5.0,1.0,5.0,6.0,6.0,6.0,1.0,4.0,1.0,4.0,4.0,3.0,5.0,6.0,2.0,5,3.0,6.0,3.0,2,3.0,20
2.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,4.0,6.0,2.0,2.0,4.0,3.0,5.0,1.0,2.0,4.0,5.0,2,5.0,6.0,2.0,2,3.0,54
4.0,4.0,5.0,3.0,4.0,1.0,1.0,4.0,6.0,5.0,6.0,6.0,1.0,2.0,2.0,2.0,4.0,2.0,6.0,2.0,2.0,5,4.0,3.0,3.0,1,5.0,25
4.0,5.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4,3.0,4.0,4.0,1,4.0,46
1.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,,4.0,2,2.0,4.0,2.0,2,5.0,51
1.0,3.0,3.0,5.0,3.0,5.0,5.0,6.0,2.0,1.0,6.0,5.0,1.0,2.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,4,2.0,3.0,3.0,2,5.0,38
5.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,1.0,4.0,1.0,1.0,5.0,6.0,6.0,1.0,2.0,4.0,1.0,2.0,6.0,1,5.0,6.0,2.0,2,3.0,32
1.0,4.0,3.0,6.0,4.0,6.0,6.0,4.0,1.0,2.0,2.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,1.0,5.0,2,5.0,5.0,1.0,1,4.0,24
2.0,3.0,4.0,6.0,5.0,4.0,4.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,1.0,4.0,3,5.0,6.0,2.0,2,1.0,54
4.0,4.0,2.0,1.0,3.0,5.0,4.0,2.0,3.0,5.0,4.0,6.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,2.0,6.0,1,4.0,6.0,1.0,1,4.0,38
3.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,3.0,1.0,2.0,1.0,3.0,6.0,5.0,4.0,3.0,4.0,2.0,6.0,4.0,4,3.0,4.0,4.0,2,3.0,29
4.0,5.0,5.0,5.0,6.0,3.0,5.0,3.0,5.0,6.0,6.0,6.0,6.0,1.0,4.0,1.0,4.0,2.0,5.0,1.0,6.0,6,5.0,6.0,3.0,1,5.0,24
1.0,5.0,4.0,6.0,4.0,3.0,2.0,2.0,4.0,5.0,3.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,2,4.0,6.0,4.0,2,5.0,23
6.0,2.0,4.0,6.0,3.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,2.0,3.0,,5.0,5.0,5.0,4.0,1.0,5.0,2,3.0,6.0,4.0,1,1.0,25
2.0,6.0,6.0,6.0,6.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,6.0,6.0,3.0,4.0,2.0,3.0,4.0,1.0,6.0,2,6.0,5.0,2.0,1,2.0,19
2.0,4.0,2.0,4.0,4.0,2.0,5.0,2.0,2.0,6.0,2.0,5.0,1.0,3.0,2.0,3.0,6.0,4.0,4.0,4.0,2.0,3,1.0,2.0,5.0,2,3.0,28
1.0,6.0,6.0,6.0,5.0,5.0,3.0,5.0,1.0,1.0,1.0,3.0,5.0,4.0,6.0,2.0,5.0,4.0,1.0,2.0,5.0,1,5.0,5.0,3.0,2,3.0,20
3.0,6.0,6.0,4.0,3.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,6.0,2.0,2.0,3.0,5.0,4,6.0,4.0,2.0,2,3.0,29
1.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,6.0,4.0,5.0,6.0,5.0,2.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,2,2.0,6.0,5.0,2,3.0,16
3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,6.0,6.0,5.0,5.0,6.0,4.0,5,5.0,5.0,4.0,2,2.0,23
4.0,5.0,1.0,2.0,2.0,5.0,4.0,4.0,2.0,6.0,2.0,3.0,5.0,2.0,5.0,6.0,6.0,6.0,4.0,6.0,4.0,3,3.0,4.0,3.0,2,2.0,23
2.0,6.0,4.0,6.0,5.0,5.0,5.0,5.0,1.0,4.0,1.0,2.0,4.0,6.0,6.0,5.0,4.0,4.0,1.0,4.0,,2,4.0,6.0,2.0,2,3.0,20
3.0,5.0,5.0,4.0,5.0,3.0,2.0,2.0,4.0,6.0,2.0,2.0,5.0,6.0,5.0,4.0,3.0,2.0,3.0,2.0,6.0,2,5.0,5.0,2.0,2,3.0,19
2.0,5.0,4.0,6.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,6.0,5.0,5.0,2.0,4.0,1.0,6.0,1,6.0,6.0,1.0,2,,13
1.0,5.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,6.0,5.0,,2.0,2.0,2.0,1.0,2.0,3.0,4.0,,5.0,5,3.0,6.0,3.0,1,3.0,20
4.0,5.0,4.0,3.0,3.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,2.0,6.0,6.0,6.0,5.0,5.0,4.0,4,5.0,6.0,4.0,2,3.0,27
5.0,4.0,2.0,2.0,3.0,4.0,4.0,6.0,3.0,5.0,5.0,6.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,4,4.0,6.0,2.0,1,3.0,21
2.0,6.0,5.0,4.0,6.0,5.0,4.0,5.0,5.0,5.0,1.0,2.0,5.0,5.0,5.0,2.0,5.0,2.0,1.0,2.0,6.0,4,5.0,1.0,2.0,2,1.0,16
2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,1.0,2.0,5.0,5.0,5.0,2.0,3.0,3.0,4.0,4.0,5.0,4,4.0,5.0,2.0,2,4.0,28
1.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,2,5.0,6.0,2.0,2,3.0,33
4.0,6.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0,6.0,2.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,4.0,2,2.0,6.0,3.0,2,3.0,27
2.0,5.0,6.0,6.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,2.0,3.0,3,5.0,2.0,2.0,2,3.0,52
1.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,3,4.0,4.0,2.0,2,5.0,36
1.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,2.0,2.0,4.0,5.0,2.0,4.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,2,4.0,5.0,2.0,2,5.0,36
1.0,6.0,6.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,1.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,6.0,3,5.0,6.0,2.0,2,5.0,29
2.0,4.0,5.0,6.0,5.0,6.0,6.0,5.0,4.0,1.0,1.0,1.0,3.0,6.0,6.0,2.0,2.0,4.0,1.0,1.0,5.0,1,5.0,5.0,6.0,2,3.0,20
5.0,2.0,2.0,6.0,6.0,6.0,5.0,5.0,5.0,2.0,2.0,,5.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,5,4.0,5.0,,2,5.0,35
2.0,4.0,4.0,1.0,3.0,5.0,6.0,5.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,6.0,1.0,6.0,1.0,3.0,1,5.0,6.0,1.0,1,4.0,37
1.0,6.0,5.0,5.0,6.0,5.0,3.0,5.0,1.0,4.0,1.0,2.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0,2.0,5.0,2,5.0,5.0,2.0,2,5.0,42
3.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,1.0,2.0,4.0,4.0,6.0,4.0,3.0,2.0,4.0,2.0,6.0,1,6.0,6.0,1.0,1,3.0,19
2.0,6.0,5.0,5.0,6.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,3.0,5.0,3,5.0,5.0,3.0,1,4.0,30
2.0,5.0,4.0,1.0,6.0,5.0,3.0,5.0,4.0,5.0,2.0,3.0,6.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,6.0,4,6.0,5.0,1.0,1,3.0,18
1.0,4.0,5.0,,5.0,4.0,1.0,6.0,5.0,3.0,1.0,1.0,,6.0,4.0,6.0,6.0,5.0,2.0,6.0,3.0,3,,5.0,5.0,2,,9
2.0,5.0,5.0,6.0,3.0,4.0,5.0,5.0,1.0,2.0,5.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,2,3.0,5.0,3.0,2,4.0,27
4.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,1.0,1.0,3.0,1.0,4.0,6.0,6.0,6.0,6.0,3.0,1.0,1.0,5.0,3,6.0,6.0,1.0,1,2.0,18
4.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,6.0,6.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1,6.0,4.0,1.0,1,2.0,24
2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,5.0,5.0,6.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1,5.0,6.0,1.0,2,3.0,20
5.0,3.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3,3.0,4.0,3.0,2,,14
5.0,4.0,4.0,6.0,4.0,6.0,6.0,3.0,2.0,2.0,2.0,2.0,4.0,6.0,4.0,4.0,4.0,5.0,1.0,1.0,4.0,1,2.0,4.0,4.0,2,3.0,21
4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,4.0,3,4.0,4.0,2.0,2,3.0,21
2.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,1.0,3.0,2.0,2.0,5.0,6.0,4.0,1.0,1.0,1.0,2.0,1.0,5.0,1,4.0,4.0,2.0,2,5.0,66
2.0,5.0,5.0,6.0,6.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,4.0,1.0,1.0,4.0,5.0,4.0,5.0,5,5.0,5.0,2.0,2,1.0,22
4.0,5.0,4.0,5.0,4.0,5.0,5.0,6.0,1.0,1.0,2.0,1.0,3.0,5.0,5.0,3.0,2.0,2.0,4.0,5.0,5.0,4,4.0,4.0,4.0,1,1.0,49
4.0,5.0,,6.0,5.0,6.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3,5.0,5.0,4.0,2,3.0,42
2.0,1.0,4.0,2.0,4.0,6.0,6.0,5.0,6.0,3.0,5.0,5.0,6.0,4.0,2.0,4.0,2.0,6.0,2.0,2.0,5.0,1,5.0,6.0,1.0,2,4.0,19
2.0,1.0,4.0,1.0,4.0,6.0,6.0,5.0,6.0,3.0,5.0,5.0,6.0,3.0,2.0,2.0,2.0,6.0,2.0,2.0,5.0,1,5.0,6.0,1.0,2,4.0,19
